Tb427VSG-1	Tb427_000630400
Tb427VSG-3196	Tb427_000411000:pseudogene
Tb427VSG-3197	Tb427_000134700:pseudogene
Tb427VSG-3198	Tb427_000257400
Tb427VSG-3199	Tb427_000547200:pseudogene
Tb427VSG-3200	Tb427_040057900
Tb427VSG-3201	Tb427_000851900
Tb427VSG-3202	Tb427_000541200:pseudogene
Tb427VSG-3204	Tb427_000847400
Tb427VSG-3205	Tb427_000517100:pseudogene
Tb427VSG-3206	Tb427_000564300:pseudogene
Tb427VSG-3207	Tb427_000416100
Tb427VSG-3209	Tb427_000715600:pseudogene
Tb427VSG-3210	Tb427_000371100:pseudogene
Tb427VSG-3211	Tb427_000061200
Tb427VSG-3212	Tb427_000095600
Tb427VSG-3214	Tb427_000610400:pseudogene
Tb427VSG-3215	Tb427_000335700:pseudogene
Tb427VSG-3216	Tb427_000260000
Tb427VSG-3217	Tb427_000472200
Tb427VSG-3218	Tb427_000038800:pseudogene
Tb427VSG-3219	Tb427_000519600
Tb427VSG-3220	Tb427_000051200
Tb427VSG-3222	Tb427_000411700:pseudogene
Tb427VSG-3223	Tb427_000395500:pseudogene
Tb427VSG-3224	Tb427_000567000
Tb427VSG-3225	Tb427_000342500
Tb427VSG-3226	Tb427_000845900
Tb427VSG-3228	Tb427_000543900
Tb427VSG-3229	Tb427_000858200
Tb427VSG-3230	Tb427_000421300
Tb427VSG-3231	Tb427_000506100
Tb427VSG-3233	Tb427_000481200:pseudogene
Tb427VSG-3235	Tb427_000314000
Tb427VSG-3236	Tb427_000328600:pseudogene
Tb427VSG-3237	Tb427_000488500
Tb427VSG-3238	Tb427_000603200:pseudogene
Tb427VSG-3239	Tb427_090010700:pseudogene
Tb427VSG-3241	Tb427_000462400
Tb427VSG-3243	Tb427_000237000
Tb427VSG-3244	Tb427_000224800
Tb427VSG-3245	Tb427_000120200:pseudogene
Tb427VSG-3246	Tb427_000438200:pseudogene
Tb427VSG-3247	Tb427_000325300:pseudogene
Tb427VSG-3248	Tb427_000861200
Tb427VSG-3250	Tb427_000180500:pseudogene
Tb427VSG-3251	Tb427_000614500
Tb427VSG-3252	Tb427_000420900
Tb427VSG-3253	Tb427_000095000:pseudogene
Tb427VSG-3254	Tb427_000103000
Tb427VSG-3255	Tb427_000445700:pseudogene
Tb427VSG-3256	Tb427_000613500
Tb427VSG-3257	Tb427_000199400:pseudogene
Tb427VSG-3258	Tb427_000418600
Tb427VSG-3259	Tb427_000165400
Tb427VSG-3261	Tb427_000077500:pseudogene
Tb427VSG-3262	Tb427_000857100
Tb427VSG-3263	Tb427_000188300
Tb427VSG-3264	Tb427_000090800:pseudogene
Tb427VSG-3265	Tb427_000847300
Tb427VSG-3266	Tb427_000075300:pseudogene
Tb427VSG-3267	Tb427_000340400
Tb427VSG-3268	Tb427_000591300:pseudogene
Tb427VSG-3269	Tb427_000315900
Tb427VSG-3270	Tb427_000449100:pseudogene
Tb427VSG-3271	Tb427_000410700:pseudogene
Tb427VSG-3272	Tb427_000259600
Tb427VSG-3273	Tb427_000439600:pseudogene
Tb427VSG-3274	Tb427_000446900:pseudogene
Tb427VSG-3276	Tb427_000121800:pseudogene
Tb427VSG-3277	Tb427_000357200:pseudogene
Tb427VSG-3278	Tb427_000461000:pseudogene
Tb427VSG-3279	Tb427_000518200
Tb427VSG-3280	Tb427_000512600:pseudogene
Tb427VSG-3281	Tb427_000423700
Tb427VSG-3283	Tb427_000188000:pseudogene
Tb427VSG-3284	Tb427_000184100
Tb427VSG-3285	Tb427_000459600
Tb427VSG-3286	Tb427_000147900
Tb427VSG-3287	Tb427_000048000:pseudogene
Tb427VSG-3288	Tb427_000583200:pseudogene
Tb427VSG-3289	Tb427_000087000:pseudogene
Tb427VSG-3290	Tb427_000860800
Tb427VSG-3291	Tb427_000336800
Tb427VSG-3292	Tb427_000138400
Tb427VSG-3293	Tb427_000044700
Tb427VSG-3294	Tb427_000789600:pseudogene
Tb427VSG-3296	Tb427_000534600:pseudogene
Tb427VSG-3297	Tb427_000556100:pseudogene
Tb427VSG-3298	Tb427_000478800
Tb427VSG-3299	Tb427_000302900:pseudogene
Tb427VSG-3301	Tb427_000077800:pseudogene
Tb427VSG-3304	Tb427_000457600:pseudogene
Tb427VSG-3305	Tb427_000289800:pseudogene
Tb427VSG-3306	Tb427_000279200
Tb427VSG-3308	Tb427_000238600
Tb427VSG-3309	Tb427_000537400:pseudogene
Tb427VSG-3310	Tb427_000292600:pseudogene
Tb427VSG-3311	Tb427_000309100
Tb427VSG-3312	Tb427_000390700:pseudogene
Tb427VSG-3314	Tb427_000350400:pseudogene
Tb427VSG-3315	Tb427_000306300
Tb427VSG-3316	Tb427_000846400
Tb427VSG-3317	Tb427_000392000
Tb427VSG-3318	Tb427_000093100
Tb427VSG-3319	Tb427_000234400:pseudogene
Tb427VSG-3320	Tb427_000511400:pseudogene
Tb427VSG-3321	Tb427_000088800
Tb427VSG-3324	Tb427_000614400
Tb427VSG-3325	Tb427_000076800:pseudogene
Tb427VSG-3326	Tb427_000128900
Tb427VSG-3327	Tb427_000006800:pseudogene
Tb427VSG-3328	Tb427_000428000:pseudogene
Tb427VSG-3329	Tb427_000289600
Tb427VSG-3330	Tb427_000486200:pseudogene
Tb427VSG-3331	Tb427_000101100:pseudogene
Tb427VSG-3332	Tb427_000399800:pseudogene
Tb427VSG-3333	Tb427_000860100
Tb427VSG-3334	Tb427_000105700
Tb427VSG-3335	Tb427_000620300:pseudogene
Tb427VSG-3336	Tb427_000315300
Tb427VSG-3337	Tb427_000387900:pseudogene
Tb427VSG-3338	Tb427_000631500
Tb427VSG-3339	Tb427_000599100:pseudogene
Tb427VSG-3340	Tb427_000631600
Tb427VSG-3342	Tb427_000457900:pseudogene
Tb427VSG-3343	Tb427_000136700
Tb427VSG-3344	Tb427_000823100:pseudogene
Tb427VSG-3345	Tb427_000246700
Tb427VSG-3347	Tb427_000402400:pseudogene
Tb427VSG-3348	Tb427_000064200
Tb427VSG-3349	Tb427_000138100:pseudogene
Tb427VSG-3350	Tb427_000210900:pseudogene
Tb427VSG-3351	Tb427_000580200
Tb427VSG-3353	Tb427_000111000:pseudogene
Tb427VSG-3354	Tb427_000332000:pseudogene
Tb427VSG-3355	Tb427_000215200:pseudogene
Tb427VSG-3356	Tb427_000858000
Tb427VSG-3357	Tb427_000046000:pseudogene
Tb427VSG-3358	Tb427_000076100
Tb427VSG-3360	Tb427_000128400
Tb427VSG-3361	Tb427_000371700:pseudogene
Tb427VSG-3362	Tb427_000344900:pseudogene
Tb427VSG-3363	Tb427_000250400:pseudogene
Tb427VSG-3364	Tb427_000566400:pseudogene
Tb427VSG-3366	Tb427_000132900
Tb427VSG-3367	Tb427_000859600
Tb427VSG-3368	Tb427_000513900:pseudogene
Tb427VSG-3369	Tb427_000237900:pseudogene
Tb427VSG-3370	Tb427_000351000:pseudogene
Tb427VSG-3372	Tb427_000321800:pseudogene
Tb427VSG-3373	Tb427_000429200
Tb427VSG-3374	Tb427_000846000
Tb427VSG-3375	Tb427_000562300
Tb427VSG-3376	Tb427_000593200:pseudogene
Tb427VSG-3378	Tb427_000599800
Tb427VSG-3379	Tb427_000415300:pseudogene
Tb427VSG-3380	Tb427_000080600:pseudogene
Tb427VSG-3381	Tb427_000114200:pseudogene
Tb427VSG-3382	Tb427_000320700:pseudogene
Tb427VSG-3383	Tb427_000117300
Tb427VSG-3384	Tb427_000405400
Tb427VSG-3385	Tb427_000532500:pseudogene
Tb427VSG-3387	Tb427_000150000:pseudogene
Tb427VSG-3388	Tb427_000387400:pseudogene
Tb427VSG-3389	Tb427_000345400:pseudogene
Tb427VSG-3391	Tb427_000129500
Tb427VSG-3393	Tb427_000282300
Tb427VSG-3394	Tb427_000032300
Tb427VSG-3395	Tb427_000131300
Tb427VSG-3396	Tb427_000029400
Tb427VSG-3397	Tb427_000473600
Tb427VSG-3398	Tb427_000229800:pseudogene
Tb427VSG-3399	Tb427_000513000:pseudogene
Tb427VSG-3400	Tb427_000453000:pseudogene
Tb427VSG-3402	Tb427_000549700
Tb427VSG-3403	Tb427_000169900
Tb427VSG-3404	Tb427_000589800:pseudogene
Tb427VSG-3405	Tb427_000320500
Tb427VSG-3407	Tb427_000621000:pseudogene
Tb427VSG-3408	Tb427_000458300
Tb427VSG-3409	Tb427_000208800
Tb427VSG-3410	Tb427_000215900
Tb427VSG-3411	Tb427_000064700:pseudogene
Tb427VSG-3412	Tb427_000482900
Tb427VSG-3414	Tb427_000313800
Tb427VSG-3415	Tb427_000249700
Tb427VSG-3416	Tb427_000168700
Tb427VSG-3417	Tb427_000058500:pseudogene
Tb427VSG-3418	Tb427_000483000:pseudogene
Tb427VSG-3420	Tb427_000539800:pseudogene
Tb427VSG-3421	Tb427_000554700:pseudogene
Tb427VSG-3422	Tb427_000848200
Tb427VSG-3423	Tb427_000090900:pseudogene
Tb427VSG-3424	Tb427_000527600
Tb427VSG-3425	Tb427_000493100
Tb427VSG-3426	Tb427_000511300:pseudogene
Tb427VSG-3427	Tb427_000282700:pseudogene
Tb427VSG-3428	Tb427_000531800:pseudogene
Tb427VSG-3429	Tb427_000532400
Tb427VSG-3430	Tb427_000223600:pseudogene
Tb427VSG-3431	Tb427_000061900:pseudogene
Tb427VSG-3432	Tb427_000136300:pseudogene
Tb427VSG-3433	Tb427_000851200
Tb427VSG-3434	Tb427_000085700
Tb427VSG-3435	Tb427_000421500:pseudogene
Tb427VSG-3437	Tb427_000354300:pseudogene
Tb427VSG-3438	Tb427_000455600:pseudogene
Tb427VSG-3439	Tb427_000033100:pseudogene
Tb427VSG-3440	Tb427_000217500
Tb427VSG-3441	Tb427_000511700:pseudogene
Tb427VSG-3442	Tb427_000824000:pseudogene
Tb427VSG-3443	Tb427_000421200:pseudogene
Tb427VSG-3444	Tb427_000206800:pseudogene
Tb427VSG-3445	Tb427_000046400
Tb427VSG-3447	Tb427_000266800:pseudogene
Tb427VSG-3448	Tb427_000467200
Tb427VSG-3449	Tb427_000515100:pseudogene
Tb427VSG-3450	Tb427_000494800:pseudogene
Tb427VSG-3451	Tb427_000397300
Tb427VSG-3452	Tb427_000060900:pseudogene
Tb427VSG-3453	Tb427_000848700
Tb427VSG-3454	Tb427_000382700:pseudogene
Tb427VSG-3455	Tb427_000625600
Tb427VSG-3456	Tb427_000589300
Tb427VSG-3457	Tb427_000229100:pseudogene
Tb427VSG-3458	Tb427_000133500:pseudogene
Tb427VSG-3460	Tb427_000106100:pseudogene
Tb427VSG-3461	Tb427_000523900:pseudogene
Tb427VSG-3462	Tb427_000406500
Tb427VSG-3463	Tb427_000196900:pseudogene
Tb427VSG-3464	Tb427_000431300
Tb427VSG-3466	Tb427_000505900:pseudogene
Tb427VSG-3467	Tb427_000423800
Tb427VSG-3468	Tb427_000227200:pseudogene
Tb427VSG-3469	Tb427_000225500:pseudogene
Tb427VSG-3470	Tb427_000588400:pseudogene
Tb427VSG-3471	Tb427_000092400
Tb427VSG-3472	Tb427_000556800:pseudogene
Tb427VSG-3473	Tb427_000104300
Tb427VSG-3474	Tb427_000120700
Tb427VSG-3475	Tb427_000091000
Tb427VSG-3476	Tb427_000150700:pseudogene
Tb427VSG-3477	Tb427_000582500:pseudogene
Tb427VSG-3478	Tb427_000359200
Tb427VSG-3479	Tb427_000356600
Tb427VSG-3480	Tb427_000029100:pseudogene
Tb427VSG-3481	Tb427_000083700:pseudogene
Tb427VSG-3483	Tb427_000037200:pseudogene
Tb427VSG-3484	Tb427_000862700
Tb427VSG-3485	Tb427_000338900:pseudogene
Tb427VSG-3486	Tb427_000234800:pseudogene
Tb427VSG-3487	Tb427_000156600
Tb427VSG-3489	Tb427_000423000:pseudogene
Tb427VSG-3490	Tb427_000760000:pseudogene
Tb427VSG-3491	Tb427_000053400:pseudogene
Tb427VSG-3492	Tb427_000155200:pseudogene
Tb427VSG-3493	Tb427_000361100:pseudogene
Tb427VSG-3494	Tb427_000130300
Tb427VSG-3495	Tb427_000217900
Tb427VSG-3496	Tb427_000330600
Tb427VSG-3498	Tb427_000119400:pseudogene
Tb427VSG-3499	Tb427_000519800
Tb427VSG-3500	Tb427_000374900
Tb427VSG-3502	Tb427_000102100:pseudogene
Tb427VSG-3503	Tb427_000113200:pseudogene
Tb427VSG-3504	Tb427_000361600
Tb427VSG-3505	Tb427_000848300
Tb427VSG-3506	Tb427_000411500:pseudogene
Tb427VSG-3507	Tb427_000591400:pseudogene
Tb427VSG-3508	Tb427_000328700
Tb427VSG-3509	Tb427_000477200:pseudogene
Tb427VSG-3510	Tb427_000718600
Tb427VSG-3511	Tb427_000564000:pseudogene
Tb427VSG-3512	Tb427_000523400
Tb427VSG-3513	Tb427_000631700:pseudogene
Tb427VSG-3514	Tb427_000491500
Tb427VSG-3515	Tb427_000407000:pseudogene
Tb427VSG-3517	Tb427_000161700:pseudogene
Tb427VSG-3518	Tb427_000433000:pseudogene
Tb427VSG-3519	Tb427_000606900:pseudogene
Tb427VSG-3520	Tb427_000192000:pseudogene
Tb427VSG-3521	Tb427_000622200:pseudogene
Tb427VSG-3522	Tb427_000292800
Tb427VSG-3523	Tb427_000854900
Tb427VSG-3524	Tb427_000117200:pseudogene
Tb427VSG-3527	Tb427_000118900
Tb427VSG-3528	Tb427_000408400
Tb427VSG-3529	Tb427_000845100
Tb427VSG-3530	Tb427_000561700
Tb427VSG-3531	Tb427_000073600:pseudogene
Tb427VSG-3532	Tb427_000599900
Tb427VSG-3533	Tb427_000042600
Tb427VSG-3534	Tb427_000141200
Tb427VSG-3535	Tb427_000422700:pseudogene
Tb427VSG-3536	Tb427_000078000:pseudogene
Tb427VSG-3537	Tb427_000690300:pseudogene
Tb427VSG-3538	Tb427_000312900
Tb427VSG-3539	Tb427_000433900:pseudogene
Tb427VSG-3540	Tb427_000601700:pseudogene
Tb427VSG-3542	Tb427_000225000:pseudogene
Tb427VSG-3543	Tb427_000616900:pseudogene
Tb427VSG-3544	Tb427_000247700:pseudogene
Tb427VSG-3545	Tb427_000440100:pseudogene
Tb427VSG-3546	Tb427_000201500:pseudogene
Tb427VSG-3547	Tb427_000031300:pseudogene
Tb427VSG-3548	Tb427_000305100
Tb427VSG-3549	Tb427_000336100:pseudogene
Tb427VSG-3550	Tb427_000506900:pseudogene
Tb427VSG-3552	Tb427_000233800
Tb427VSG-3553	Tb427_000047200:pseudogene
Tb427VSG-3554	Tb427_000462000:pseudogene
Tb427VSG-3555	Tb427_000128100:pseudogene
Tb427VSG-3556	Tb427_000569800
Tb427VSG-3557	Tb427_000599400:pseudogene
Tb427VSG-3558	Tb427_000432400
Tb427VSG-3559	Tb427_000425000
Tb427VSG-3560	Tb427_000507200
Tb427VSG-3561	Tb427_000236900:pseudogene
Tb427VSG-3563	Tb427_000230300:pseudogene
Tb427VSG-3565	Tb427_000324200:pseudogene
Tb427VSG-3566	Tb427_000172100:pseudogene
Tb427VSG-3567	Tb427_000513800
Tb427VSG-3569	Tb427_000496300:pseudogene
Tb427VSG-3570	Tb427_000751100
Tb427VSG-3571	Tb427_000227400:pseudogene
Tb427VSG-3572	Tb427_000243400
Tb427VSG-3574	Tb427_000857400
Tb427VSG-3576	Tb427_000160300
Tb427VSG-3578	Tb427_000096200
Tb427VSG-3579	Tb427_000235100:pseudogene
Tb427VSG-3580	Tb427_000467900:pseudogene
Tb427VSG-3581	Tb427_000113500
Tb427VSG-3582	Tb427_000598500
Tb427VSG-3583	Tb427_000492100
Tb427VSG-3584	Tb427_000846800
Tb427VSG-3585	Tb427_000229500
Tb427VSG-3586	Tb427_000436300
Tb427VSG-3587	Tb427_000290400
Tb427VSG-3588	Tb427_000110800
Tb427VSG-3589	Tb427_000058900:pseudogene
Tb427VSG-3590	Tb427_000336600
Tb427VSG-3591	Tb427_000108300
Tb427VSG-3592	Tb427_000846900
Tb427VSG-3593	Tb427_000116600:pseudogene
Tb427VSG-3594	Tb427_000096300:pseudogene
Tb427VSG-3595	Tb427_000186900
Tb427VSG-3596	Tb427_000248800:pseudogene
Tb427VSG-3597	Tb427_000035300:pseudogene
Tb427VSG-3598	Tb427_000718500
Tb427VSG-3599	Tb427_000575700
Tb427VSG-3600	Tb427_000052400:pseudogene
Tb427VSG-3601	Tb427_000620100:pseudogene
Tb427VSG-3602	Tb427_000133400:pseudogene
Tb427VSG-3603	Tb427_000121500:pseudogene
Tb427VSG-3604	Tb427_000387600:pseudogene
Tb427VSG-3605	Tb427_000526100:pseudogene
Tb427VSG-3606	Tb427_000033300:pseudogene
Tb427VSG-3608	Tb427_000185800:pseudogene
Tb427VSG-3609	Tb427_000597700
Tb427VSG-3610	Tb427_000324900
Tb427VSG-3611	Tb427_000449200
Tb427VSG-3612	Tb427_000854700
Tb427VSG-3613	Tb427_000132700
Tb427VSG-3614	Tb427_000492600:pseudogene
Tb427VSG-3615	Tb427_000049200:pseudogene
Tb427VSG-3616	Tb427_000044000:pseudogene
Tb427VSG-3617	Tb427_000573600:pseudogene
Tb427VSG-3618	Tb427_000511600:pseudogene
Tb427VSG-3619	Tb427_000346000:pseudogene
Tb427VSG-3620	Tb427_000292100:pseudogene
Tb427VSG-3621	Tb427_000478500:pseudogene
Tb427VSG-3622	Tb427_000444900:pseudogene
Tb427VSG-3623	Tb427_000449300:pseudogene
Tb427VSG-3624	Tb427_000452100:pseudogene
Tb427VSG-3625	Tb427_000410500:pseudogene
Tb427VSG-3626	Tb427_000393300
Tb427VSG-3627	Tb427_000434200
Tb427VSG-3628	Tb427_000366100
Tb427VSG-3630	Tb427_000292700:pseudogene
Tb427VSG-3631	Tb427_000360800:pseudogene
Tb427VSG-3633	Tb427_000246300
Tb427VSG-3634	Tb427_000097400:pseudogene
Tb427VSG-3635	Tb427_000851600
Tb427VSG-3636	Tb427_000717700
Tb427VSG-3638	Tb427_000300900:pseudogene
Tb427VSG-3640	Tb427_000846100
Tb427VSG-3644	Tb427_000050600:pseudogene
Tb427VSG-3645	Tb427_000233600:pseudogene
Tb427VSG-3646	Tb427_000447200:pseudogene
Tb427VSG-3647	Tb427_000145500:pseudogene
Tb427VSG-3648	Tb427_000145900:pseudogene
Tb427VSG-3649	Tb427_000168100
Tb427VSG-3650	Tb427_000489700:pseudogene
Tb427VSG-3651	Tb427_000590300:pseudogene
Tb427VSG-3652	Tb427_000474400:pseudogene
Tb427VSG-3653	Tb427_000201100
Tb427VSG-3654	Tb427_000507500:pseudogene
Tb427VSG-3655	Tb427_000408300
Tb427VSG-3656	Tb427_000318600:pseudogene
Tb427VSG-3657	Tb427_000297100
Tb427VSG-3658	Tb427_000167400:pseudogene
Tb427VSG-3659	Tb427_000145400
Tb427VSG-3660	Tb427_000056000:pseudogene
Tb427VSG-3661	Tb427_000550500:pseudogene
Tb427VSG-3662	Tb427_000861000
Tb427VSG-3663	Tb427_000454000
Tb427VSG-3664	Tb427_000859200
Tb427VSG-3665	Tb427_000552600:pseudogene
Tb427VSG-3666	Tb427_000229200:pseudogene
Tb427VSG-3667	Tb427_000367200
Tb427VSG-3668	Tb427_000353400
Tb427VSG-3669	Tb427_000058300:pseudogene
Tb427VSG-3670	Tb427_000614000
Tb427VSG-3671	Tb427_000330900
Tb427VSG-3672	Tb427_000106500:pseudogene
Tb427VSG-3673	Tb427_000354800
Tb427VSG-3674	Tb427_000158200:pseudogene
Tb427VSG-3675	Tb427_000857000
Tb427VSG-3676	Tb427_000844900
Tb427VSG-3677	Tb427_000361900:pseudogene
Tb427VSG-3678	Tb427_000077100:pseudogene
Tb427VSG-3679	Tb427_000510900:pseudogene
Tb427VSG-3681	Tb427_000283700
Tb427VSG-3682	Tb427_000065600
Tb427VSG-3683	Tb427_000574100:pseudogene
Tb427VSG-3684	Tb427_000042400
Tb427VSG-3685	Tb427_000381800:pseudogene
Tb427VSG-3686	Tb427_000847000
Tb427VSG-3687	Tb427_000343100:pseudogene
Tb427VSG-3688	Tb427_000606700:pseudogene
Tb427VSG-3689	Tb427_000488400:pseudogene
Tb427VSG-3690	Tb427_000093800:pseudogene
Tb427VSG-3691	Tb427_000443400:pseudogene
Tb427VSG-3692	Tb427_000476500:pseudogene
Tb427VSG-3693	Tb427_000045800:pseudogene
Tb427VSG-3694	Tb427_000855100
Tb427VSG-3695	Tb427_000085000:pseudogene
Tb427VSG-3696	Tb427_000042700:pseudogene
Tb427VSG-3697	Tb427_000047900
Tb427VSG-3698	Tb427_000845200
Tb427VSG-3699	Tb427_000375600
Tb427VSG-3700	Tb427_000531000
Tb427VSG-3701	Tb427_000860900
Tb427VSG-3702	Tb427_000321400:pseudogene
Tb427VSG-3703	Tb427_000316700
Tb427VSG-3704	Tb427_000465200:pseudogene
Tb427VSG-3705	Tb427_000859800
Tb427VSG-3706	Tb427_000479300:pseudogene
Tb427VSG-3707	Tb427_000249300
Tb427VSG-3708	Tb427_000543300
Tb427VSG-3709	Tb427_000586800:pseudogene
Tb427VSG-3711	Tb427_000858600
Tb427VSG-3712	Tb427_000295100
Tb427VSG-3713	Tb427_000403300
Tb427VSG-3714	Tb427_000224500
Tb427VSG-3715	Tb427_000101300
Tb427VSG-3717	Tb427_000608900:pseudogene
Tb427VSG-3718	Tb427_000092200:pseudogene
Tb427VSG-3719	Tb427_000015900:pseudogene
Tb427VSG-3720	Tb427_000157000:pseudogene
Tb427VSG-3721	Tb427_000856300
Tb427VSG-3722	Tb427_000409400:pseudogene
Tb427VSG-3723	Tb427_000100900:pseudogene
Tb427VSG-3724	Tb427_000612700:pseudogene
Tb427VSG-3725	Tb427_000533300:pseudogene
Tb427VSG-3726	Tb427_000623400
Tb427VSG-3727	Tb427_000845300
Tb427VSG-3729	Tb427_000590700:pseudogene
Tb427VSG-3730	Tb427_000181000:pseudogene
Tb427VSG-3731	Tb427_000228300
Tb427VSG-3732	Tb427_000263600
Tb427VSG-3733	Tb427_000851100
Tb427VSG-3734	Tb427_000531300:pseudogene
Tb427VSG-3735	Tb427_000231600
Tb427VSG-3738	Tb427_000851000
Tb427VSG-3739	Tb427_000213400:pseudogene
Tb427VSG-3741	Tb427_000407800
Tb427VSG-3742	Tb427_000566300:pseudogene
Tb427VSG-3743	Tb427_000210700:pseudogene
Tb427VSG-3744	Tb427_000171400:pseudogene
Tb427VSG-3745	Tb427_000131000
Tb427VSG-3746	Tb427_000857500
Tb427VSG-3747	Tb427_000334600:pseudogene
Tb427VSG-3748	Tb427_000684800
Tb427VSG-3749	Tb427_000494300
Tb427VSG-3750	Tb427_000830400
Tb427VSG-3751	Tb427_000313500
Tb427VSG-3752	Tb427_000072400
Tb427VSG-3753	Tb427_000156500:pseudogene
Tb427VSG-3754	Tb427_070070900:pseudogene
Tb427VSG-3755	Tb427_000618000:pseudogene
Tb427VSG-3756	Tb427_000063800:pseudogene
Tb427VSG-3757	Tb427_000853700
Tb427VSG-3758	Tb427_000046100:pseudogene
Tb427VSG-3759	Tb427_000218900:pseudogene
Tb427VSG-3760	Tb427_000346600:pseudogene
Tb427VSG-3761	Tb427_000043500:pseudogene
Tb427VSG-3762	Tb427_000294100:pseudogene
Tb427VSG-3764	Tb427_000304100:pseudogene
Tb427VSG-3765	Tb427_000116200:pseudogene
Tb427VSG-3766	Tb427_000356900
Tb427VSG-3767	Tb427_000369800:pseudogene
Tb427VSG-3768	Tb427_000577900:pseudogene
Tb427VSG-3769	Tb427_000186000:pseudogene
Tb427VSG-3771	Tb427_000085200:pseudogene
Tb427VSG-3772	Tb427_000027400:pseudogene
Tb427VSG-3773	Tb427_000409100:pseudogene
Tb427VSG-3774	Tb427_000441200:pseudogene
Tb427VSG-3775	Tb427_000151200:pseudogene
Tb427VSG-3776	Tb427_000363600:pseudogene
Tb427VSG-3777	Tb427_000632000:pseudogene
Tb427VSG-3778	Tb427_000096900:pseudogene
Tb427VSG-3779	Tb427_000394600
Tb427VSG-3780	Tb427_000545500
Tb427VSG-3781	Tb427_000210400
Tb427VSG-3782	Tb427_000122400:pseudogene
Tb427VSG-3784	Tb427_000261800
Tb427VSG-3785	Tb427_000569500:pseudogene
Tb427VSG-3786	Tb427_000026100
Tb427VSG-3787	Tb427_000339100:pseudogene
Tb427VSG-3788	Tb427_000095700
Tb427VSG-3789	Tb427_000849200
Tb427VSG-3790	Tb427_000073400:pseudogene
Tb427VSG-3791	Tb427_000068600:pseudogene
Tb427VSG-3793	Tb427_000856900
Tb427VSG-3794	Tb427_000850600
Tb427VSG-3795	Tb427_000587900:pseudogene
Tb427VSG-3796	Tb427_000262200
Tb427VSG-3797	Tb427_000266000
Tb427VSG-3799	Tb427_000341800:pseudogene
Tb427VSG-3800	Tb427_000154900
Tb427VSG-3801	Tb427_000199300:pseudogene
Tb427VSG-3803	Tb427_000452000:pseudogene
Tb427VSG-3804	Tb427_000060400
Tb427VSG-3805	Tb427_000074900:pseudogene
Tb427VSG-3806	Tb427_000073500
Tb427VSG-3807	Tb427_000395100:pseudogene
Tb427VSG-3808	Tb427_000205100:pseudogene
Tb427VSG-3809	Tb427_000320300:pseudogene
Tb427VSG-3810	Tb427_000196400:pseudogene
Tb427VSG-3812	Tb427_000111100:pseudogene
Tb427VSG-3813	Tb427_000337800
Tb427VSG-3814	Tb427_000251000
Tb427VSG-3818	Tb427_000540500:pseudogene
Tb427VSG-3819	Tb427_000390900
Tb427VSG-3820	Tb427_000856100
Tb427VSG-3821	Tb427_000547100:pseudogene
Tb427VSG-3822	Tb427_000535400
Tb427VSG-3823	Tb427_000063200
Tb427VSG-3824	Tb427_000313600
Tb427VSG-3825	Tb427_000532300
